Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740643738938,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,30.952381134033203,50,34.09090805053711,40.90909194946289,25,25.581396102905273,23.255815505981445,22.72727394104004,26.666667938232422,23.255815505981445,30.952381134033203,41.86046600341797,10854.955688476563,90315.35333251953,71296.00372314453,88.9876708984375,16567197696,2147479552,2320371712,524288
199,1740643738939,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,30.952381134033203,50,34.09090805053711,40.90909194946289,25,25.581396102905273,23.255815505981445,22.72727394104004,26.666667938232422,23.255815505981445,30.952381134033203,41.86046600341797,10854.956481933594,90315.35955810547,71296.0078125,88.9876708984375,16567197696,2147479552,2320371712,524288
199,1740643739139,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,23.809524536132813,15.000000953674316,0,25,0,5.263157844543457,15.000000953674316,0,15.789472579956055,23.809524536132813,0,0,10855.073547363281,90316.20166015625,71296.67895507813,88.9876708984375,16567197696,2147479552,2323812352,524288
199,1740643739339,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,42.85714340209961,0,35,21.052631378173828,0,14.285715103149414,0,0,0,0,5,0,10855.191650390625,90317.02728271484,71297.3334350586,88.9876708984375,16567197696,2147479552,2327801856,524288
199,1740643739539,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,26.3157901763916,5.263157844543457,5.263157844543457,20,0,0,0,0,0,0,65,10,10855.314819335938,90317.95123291016,71298.04467773438,88.9876708984375,16567197696,2147479552,2332700672,524288
199,1740643739739,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,21.052631378173828,31.81818199157715,10,5,0,0,0,21.052631378173828,9.523809432983398,0,0,31.57894515991211,10855.434204101563,90318.791015625,71298.70861816406,88.9876708984375,16567197696,2147479552,2334248960,524288
199,1740643739939,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,21.052631378173828,31.81818199157715,10,5,0,0,0,21.052631378173828,9.523809432983398,0,0,31.57894515991211,10855.551147460938,90319.61999511719,71299.36590576172,88.9876708984375,16567197696,2147479552,2335281152,524288
199,1740643740139,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,5,23.076923370361328,2.5,27.5,20.512821197509766,7.500000476837158,0,2.5,10.256410598754883,2.4390242099761963,2.5641026496887207,21.95121955871582,10855.669799804688,90320.52124023438,71300.05517578125,88.9906005859375,16567197696,2147479552,2337644544,524288
199,1740643740339,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,0,16.666667938232422,15.000000953674316,47.36842346191406,23.809524536132813,15.000000953674316,4.761904716491699,0,0,0,0,0,10855.787841796875,90321.37817382813,71300.73132324219,88.9906005859375,16567197696,2147479552,2336219136,524288
199,1740643740539,1100,1100,1100,1099,1100,1099,1181,1100,1100,1099,1100,1100,30.000001907348633,21.052631378173828,0,10,0,20,0,0,0,0,42.85714340209961,0,10855.90625,90322.271484375,71301.40686035156,88.9906005859375,16567197696,2147479552,2340270080,524288
