Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740628975005,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,20,46.153846740722656,12,12.5,12,12,33.333335876464844,20.833332061767578,8,8,33.333335876464844,20.833332061767578,1480.008056640625,12557.109680175781,9968.035827636719,69.9493408203125,16567197696,2147479552,2433859584,0
199,1740628975006,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,20,46.153846740722656,12,12.5,12,12,33.333335876464844,20.833332061767578,8,8,33.333335876464844,20.833332061767578,1480.008056640625,12557.109680175781,9968.040466308594,69.9493408203125,16567197696,2147479552,2433859584,0
199,1740628975206,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,42.105262756347656,0,0,0,0,0,28.571430206298828,15.789472579956055,0,0,30.000001907348633,25,1480.1264038085938,12558.065734863281,9968.782287597656,69.9493408203125,16567197696,2147479552,2432376832,0
199,1740628975406,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,25,20,0,0,0,0,20,36.842105865478516,0,0,26.3157901763916,14.285715103149414,1480.2451782226563,12559.014221191406,9969.521728515625,69.9493408203125,16567197696,2147479552,2429894656,0
199,1740628975606,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,15.789472579956055,35,0,5,15.000000953674316,30.000001907348633,33.333335876464844,15.789472579956055,0,0,10.526315689086914,0,1480.368896484375,12560.0166015625,9970.313842773438,69.9493408203125,16567197696,2147479552,2427875328,0
199,1740628975806,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,20,36.842105865478516,0,54.54545593261719,5.263157844543457,23.809524536132813,28.571430206298828,15.000000953674316,10.526315689086914,0,33.333335876464844,30.000001907348633,1480.5022583007813,12561.078063964844,9971.171875,69.9493408203125,16567197696,2147479552,2423603200,0
199,1740628976006,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,23.809524536132813,15.000000953674316,15.789472579956055,10,57.894737243652344,28.571430206298828,15.000000953674316,22.22222328186035,9.523809432983398,10,35,10,1480.6355590820313,12562.154479980469,9971.994201660156,69.9493408203125,16567197696,2147479552,2420211712,0
199,1740628976206,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,23.809524536132813,15.000000953674316,15.789472579956055,10,57.894737243652344,28.571430206298828,15.000000953674316,22.22222328186035,9.523809432983398,10,35,10,1480.7660522460938,12563.259155273438,9972.855346679688,69.9493408203125,16567197696,2147479552,2424545280,0
199,1740628976407,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,17.5,15.384615898132324,0,38.46154022216797,30.000001907348633,26.3157901763916,21.052631378173828,17.5,12.820513725280762,5,32.5,10.256410598754883,1480.8973388671875,12564.34619140625,9973.696960449219,69.9493408203125,16567197696,2147479552,2428538880,0
199,1740628976607,1198,1200,1199,1200,1200,1199,1199,1200,1199,1199,1200,1200,25,23.809524536132813,0,65,0,0,25,5.555555820465088,30.000001907348633,0,23.52941131591797,33.333335876464844,1481.030029296875,12565.471740722656,9974.568237304688,69.9493408203125,16567197696,2147479552,2430795776,0
