Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740652036102,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,26.923078536987305,34.615386962890625,10.714285850524902,7.407407283782959,11.111111640930176,11.538461685180664,19.230770111083984,7.692307949066162,3.846153974533081,7.407407283782959,11.111111640930176,56,15864.659362792969,129783.0991821289,102782.31274414063,130.97021484375,16567197696,2147479552,2636500992,786432
199,1740652036102,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,26.923078536987305,34.615386962890625,10.714285850524902,7.407407283782959,11.111111640930176,11.538461685180664,19.230770111083984,7.692307949066162,3.846153974533081,7.407407283782959,11.111111640930176,56,15864.660217285156,129783.10705566406,102782.3187866211,130.97021484375,16567197696,2147479552,2636500992,786432
199,1740652036302,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,25,33.333335876464844,0,52.6315803527832,5,5,0,5.263157844543457,4.761904716491699,0,0,42.85714340209961,15864.778991699219,129784.06170654297,102783.08563232422,130.97021484375,16567197696,2147479552,2637086720,786432
199,1740652036502,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,15.789472579956055,31.57894515991211,0,30.000001907348633,26.3157901763916,14.285715103149414,30.000001907348633,0,0,0,0,0,15864.896057128906,129784.91882324219,102783.77331542969,130.97021484375,16567197696,2147479552,2639151104,786432
199,1740652036702,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,21.052631378173828,9.523809432983398,0,0,10,5.263157844543457,10,4.761904716491699,0,0,26.3157901763916,35,15865.016662597656,129785.77502441406,102784.458984375,130.97021484375,16567197696,2147479552,2642075648,786432
199,1740652036903,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,20,5.263157844543457,0,0,30.000001907348633,30.000001907348633,5,26.3157901763916,0,0,0,0,15865.133056640625,129786.60107421875,102785.11706542969,130.97021484375,16567197696,2147479552,2643849216,786432
199,1740652037103,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,21.052631378173828,4.761904716491699,0,0,15.000000953674316,10.526315689086914,65,5,0,0,0,0,15865.25048828125,129787.44818115234,102785.78845214844,130.97021484375,16567197696,2147479552,2645692416,786432
199,1740652037303,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,28.571430206298828,0,0,0,0,55,30.000001907348633,5,0,0,4.761904716491699,0,15865.3671875,129788.28485107422,102786.45635986328,130.97021484375,16567197696,2147479552,2647498752,786432
199,1740652037503,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,11.111111640930176,5.263157844543457,0,0,57.894737243652344,9.523809432983398,15.789472579956055,14.285715103149414,0,0,0,0,15865.483825683594,129789.11138916016,102787.11401367188,130.97021484375,16567197696,2147479552,2650853376,786432
199,1740652037703,1099,1099,1100,1100,1100,1099,1200,800,1100,1100,1100,1200,25,0,5.263157844543457,0,0,26.3157901763916,20,31.57894515991211,0,5,5.263157844543457,0,15865.601257324219,129789.94171142578,102787.77618408203,130.97021484375,16567197696,2147479552,2653659136,786432
