Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740632547335,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,46.51163101196289,47.619049072265625,25.581396102905273,26.19047737121582,26.829269409179688,55.81395721435547,28.571430206298828,38.095237731933594,23.255815505981445,23.809524536132813,34.88372039794922,28.571430206298828,3770.2283325195313,31860.440795898438,25274.504150390625,70.15411376953125,16567197696,2147479552,2455490560,0
199,1740632547335,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,46.51163101196289,47.619049072265625,25.581396102905273,26.19047737121582,26.829269409179688,55.81395721435547,28.571430206298828,38.095237731933594,23.255815505981445,23.809524536132813,34.88372039794922,28.571430206298828,3770.2283325195313,31860.440795898438,25274.50848388672,70.15411376953125,16567197696,2147479552,2455490560,0
199,1740632547535,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,100,20,0,4.761904716491699,38.095237731933594,25,0,52.6315803527832,0,0,0,0,3770.3695678710938,31861.581420898438,25275.415283203125,70.15411376953125,16567197696,2147479552,2462613504,0
199,1740632547735,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,38.095237731933594,30.000001907348633,15.789472579956055,0,0,25,5.555555820465088,20,0,0,25,0,3770.495849609375,31863.272399902344,25276.87384033203,70.15411376953125,16567197696,2147479552,2465947648,0
199,1740632547935,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,15.789472579956055,40,0,0,26.3157901763916,21.052631378173828,33.333335876464844,15.789472579956055,0,0,5,10,3770.6228637695313,31864.262329101563,25277.638549804688,70.15411376953125,16567197696,2147479552,2466484224,0
199,1740632548135,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,40,30.000001907348633,0,0,40,47.36842346191406,21.052631378173828,31.57894515991211,0,10,19.047618865966797,5.263157844543457,3770.7551879882813,31865.355224609375,25278.505432128906,70.15411376953125,16567197696,2147479552,2467176448,0
199,1740632548335,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,40,30.000001907348633,0,0,40,47.36842346191406,21.052631378173828,31.57894515991211,0,10,19.047618865966797,5.263157844543457,3770.8897705078125,31866.45831298828,25279.359497070313,70.15411376953125,16567197696,2147479552,2464100352,0
199,1740632548535,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,68.42105102539063,30.000001907348633,0,0,23.809524536132813,23.809524536132813,21.052631378173828,15.789472579956055,75,5.263157844543457,5,40,3771.0444946289063,31867.614990234375,25280.26348876953,70.15411376953125,16567197696,2147479552,2444673024,0
200,1740632548735,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,68.42105102539063,30.000001907348633,0,0,23.809524536132813,23.809524536132813,21.052631378173828,15.789472579956055,75,5.263157844543457,5,40,3771.2117919921875,31871.73944091797,25284.133178710938,70.15411376953125,16567197696,2147479552,2448945152,0
199,1740632548936,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,2.6315789222717285,56.41025924682617,15.384615898132324,4.878048419952393,45,33.333335876464844,20,28.205129623413086,45,0,5,2.5641026496887207,3771.3508911132813,31873.363647460938,25285.495056152344,70.15411376953125,16567197696,2147479552,2445733888,0
199,1740632549136,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,10,55,15.000000953674316,0,55,33.333335876464844,27.77777862548828,26.3157901763916,0,5,10.526315689086914,0,3771.4855346679688,31874.469360351563,25286.35040283203,70.15411376953125,16567197696,2147479552,2448007168,0
199,1740632549336,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,45,61.11111068725586,5.263157844543457,0,15.000000953674316,30.000001907348633,15.000000953674316,25,10.526315689086914,4.761904716491699,21.052631378173828,0,3771.6179809570313,31875.57244873047,25287.20556640625,70.15411376953125,16567197696,2147479552,2448752640,0
199,1740632549536,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,30.000001907348633,55.55555725097656,15.000000953674316,0,25,25,15.000000953674316,15.789472579956055,33.333335876464844,0,35,14.285715103149414,3771.7637939453125,31876.721252441406,25288.10516357422,70.15411376953125,16567197696,2147479552,2445578240,0
199,1740632549736,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,30.000001907348633,60.000003814697266,26.3157901763916,0,15.789472579956055,31.57894515991211,21.052631378173828,40,10,0,100,0,3771.9179077148438,31877.985778808594,25289.116760253906,70.15411376953125,16567197696,2147479552,2441928704,0
199,1740632549936,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,9.523809432983398,0,14.285715103149414,0,0,59.09090805053711,42.105262756347656,40,40,15.000000953674316,50,0,3772.0794067382813,31881.64337158203,25292.509399414063,70.15411376953125,16567197696,2147479552,2440998912,0
199,1740632550136,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,0,0,10.526315689086914,23.809524536132813,0,65,25,36.842105865478516,26.3157901763916,25,21.052631378173828,0,3772.2115478515625,31882.75213623047,25293.369750976563,70.15411376953125,16567197696,2147479552,2443812864,0
199,1740632550336,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,0,0,10.526315689086914,23.809524536132813,0,65,25,36.842105865478516,26.3157901763916,25,21.052631378173828,0,3772.3426513671875,31883.8408203125,25294.21307373047,70.15411376953125,16567197696,2147479552,2438291456,0
199,1740632550536,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,17.948719024658203,0,27.5,10.256410598754883,4.878048419952393,15.000000953674316,23.076923370361328,46.153846740722656,14.634145736694336,56.41025924682617,12.5,12.5,3772.4759521484375,31884.939575195313,25295.05889892578,70.15411376953125,16567197696,2147479552,2425466880,0
199,1740632550737,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,30.000001907348633,30.000001907348633,16.666667938232422,5,0,10,9.523809432983398,52.38095474243164,4.761904716491699,61.904762268066406,26.3157901763916,0,3772.6137084960938,31886.067260742188,25295.936767578125,70.15411376953125,16567197696,2147479552,2427654144,0
199,1740632550937,2100,2100,2100,2099,2100,2099,2099,2100,2099,2100,2100,2101,26.3157901763916,65,0,26.3157901763916,0,36.842105865478516,21.052631378173828,5.555555820465088,5.263157844543457,72.22222137451172,26.3157901763916,10,3772.7683715820313,31887.253479003906,25296.869689941406,70.15411376953125,16567197696,2147479552,2431668224,0
