Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740631799849,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,8.333333969116211,12.5,23.076923370361328,8.333333969116211,36,8,16,36,20.833332061767578,36,8.333333969116211,28,3288.0488891601563,27808.73663330078,22072.21063232422,70.112060546875,16567197696,2147479552,2402516992,0
199,1740631799850,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,8.333333969116211,12.5,23.076923370361328,8.333333969116211,36,8,16,36,20.833332061767578,36,8.333333969116211,28,3288.0496215820313,27808.74237060547,22072.21435546875,70.112060546875,16567197696,2147479552,2402516992,0
199,1740631800050,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,0,0,15.789472579956055,0,0,0,0,45,25,25,0,19.047618865966797,3288.1683959960938,27809.63134765625,22072.901794433594,70.11480712890625,16567197696,2147479552,2403381248,0
199,1740631800250,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,14.285715103149414,14.285715103149414,15.000000953674316,0,0,0,0,20,26.3157901763916,19.047618865966797,19.047618865966797,15.789472579956055,3288.2860717773438,27810.576049804688,22073.61688232422,70.11480712890625,16567197696,2147479552,2403065856,0
199,1740631800450,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,10,5.263157844543457,33.333335876464844,10,0,18.18181800842285,0,30.000001907348633,0,5.555555820465088,30.000001907348633,26.3157901763916,3288.410400390625,27811.523803710938,22074.386474609375,70.11480712890625,16567197696,2147479552,2402508800,0
199,1740631800650,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,26.3157901763916,20,26.3157901763916,15.000000953674316,0,50,0,11.111111640930176,25,0,22.22222328186035,20,3288.5398559570313,27812.572692871094,22075.21630859375,70.11480712890625,16567197696,2147479552,2402988032,0
199,1740631800850,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,5,15.000000953674316,20,0,15.000000953674316,47.36842346191406,15.789472579956055,40,10.526315689086914,0,28.571430206298828,15.789472579956055,3288.6701049804688,27813.65185546875,22076.049377441406,70.11480712890625,16567197696,2147479552,2402918400,0
199,1740631801050,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,10,0,47.619049072265625,5.555555820465088,10,20,0,31.57894515991211,33.333335876464844,23.809524536132813,15.000000953674316,19.047618865966797,3288.8015747070313,27814.749877929688,22076.902709960938,70.11480712890625,16567197696,2147479552,2397937664,0
199,1740631801250,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,10,0,47.619049072265625,5.555555820465088,10,20,0,31.57894515991211,33.333335876464844,23.809524536132813,15.000000953674316,19.047618865966797,3288.9327392578125,27815.831604003906,22077.73406982422,70.11480712890625,16567197696,2147479552,2399633408,0
199,1740631801450,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,20.512821197509766,22.5,28.947368621826172,12.5,7.500000476837158,48.71794891357422,7.500000476837158,25.641027450561523,12.820513725280762,5.263157844543457,17.948719024658203,5.128205299377441,3289.0632934570313,27816.91485595703,22078.57208251953,70.11480712890625,16567197696,2147479552,2401906688,0
199,1740631801651,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,5.263157844543457,0,15.000000953674316,26.3157901763916,5,45,21.052631378173828,25,0,23.809524536132813,27.272727966308594,20,3289.1954956054688,27818.008728027344,22079.418701171875,70.11480712890625,16567197696,2147479552,2404966400,0
199,1740631801851,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,15.789472579956055,10,31.57894515991211,23.809524536132813,10.526315689086914,50,21.052631378173828,5,20,5,10,15.789472579956055,3289.3262939453125,27819.100524902344,22080.263916015625,70.11480712890625,16567197696,2147479552,2407006208,0
199,1740631802051,1099,1099,1100,1099,1099,1099,1099,1100,1100,1160,1099,1182,23.809524536132813,0,21.052631378173828,21.052631378173828,10,50,0,5.263157844543457,20,25,16.666667938232422,25,3289.4575805664063,27820.188537597656,22081.104431152344,70.11480712890625,16567197696,2147479552,2406961152,0
