Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740630294584,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,20.833332061767578,21.7391300201416,21.7391300201416,50,8.333333969116211,20.833332061767578,12,8.333333969116211,11.538461685180664,12,17.39130401611328,20.833332061767578,2331.4215087890625,19877.482788085938,15805.13623046875,70.02545166015625,16567197696,2147479552,2400976896,0
199,1740630294584,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,20.833332061767578,21.7391300201416,21.7391300201416,50,8.333333969116211,20.833332061767578,12,8.333333969116211,11.538461685180664,12,17.39130401611328,20.833332061767578,2331.4215087890625,19877.48846435547,15805.141235351563,70.02545166015625,16567197696,2147479552,2400976896,0
199,1740630294784,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,15.000000953674316,42.85714340209961,10,10,30.000001907348633,25,5,0,4.761904716491699,0,0,0,2331.5394287109375,19878.39959716797,15805.876220703125,70.02545166015625,16567197696,2147479552,2401746944,0
199,1740630294984,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,20,26.3157901763916,20,25,15.789472579956055,26.3157901763916,0,0,0,0,0,0,2331.6583251953125,19879.322387695313,15806.607666015625,70.02545166015625,16567197696,2147479552,2404384768,0
199,1740630295185,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,30.000001907348633,15.000000953674316,20,31.57894515991211,20,31.57894515991211,10,0,0,5.263157844543457,0,0,2331.7813720703125,19880.296020507813,15807.3896484375,70.02545166015625,16567197696,2147479552,2406408192,0
199,1740630295385,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,30.000001907348633,15.000000953674316,20,31.57894515991211,20,31.57894515991211,10,0,0,5.263157844543457,0,0,2331.9136352539063,19881.349365234375,15808.2109375,70.02545166015625,16567197696,2147479552,2405687296,0
199,1740630295585,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,18.421052932739258,17.073171615600586,20.512821197509766,21.052631378173828,37.5,25,5.128205299377441,15.000000953674316,7.894736289978027,21.95121955871582,7.692307949066162,20.512821197509766,2332.04736328125,19882.453979492188,15809.069641113281,70.02545166015625,16567197696,2147479552,2403119104,0
199,1740630295785,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,0,5.263157844543457,26.3157901763916,15.789472579956055,52.6315803527832,30.000001907348633,5.263157844543457,21.052631378173828,28.571430206298828,26.3157901763916,5.263157844543457,19.047618865966797,2332.1803588867188,19883.54705810547,15809.915222167969,70.02545166015625,16567197696,2147479552,2403864576,0
199,1740630295985,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,30.000001907348633,36.842105865478516,30.000001907348633,33.333335876464844,45,0,10,15.789472579956055,5.263157844543457,15.789472579956055,10.526315689086914,5.263157844543457,2332.322265625,19884.678283691406,15810.794677734375,70.02545166015625,16567197696,2147479552,2398973952,0
199,1740630296185,1099,1201,1099,1100,1099,1180,1099,1200,1100,1100,1099,1100,20,5,5.555555820465088,26.3157901763916,9.523809432983398,20,10.526315689086914,14.285715103149414,4.761904716491699,57.142860412597656,20,30.000001907348633,2332.4545288085938,19885.755310058594,15811.625671386719,70.02545166015625,16567197696,2147479552,2400759808,0
