Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740634741437,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,1.8740921020507813,2.34832763671875,4.326408386230469,0.125701904296875,0.17369842529296875,0.17255401611328125,0.1679840087890625,0.16341400146484375,51.543270111083984,0,0,0,0.41367340087890625,0.41367340087890625,100,0.27654266357421875,25.665931701660156,0.1759796142578125,23.511863708496094,0.2194061279296875,0,34245.11047363281,28499.09033203125,14.19158935546875,16794431488,6979321856,8196567040,0
200,1740634741438,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,0,0,0,0,0,0,0,0,100,0,0,0,0,0,99.40235137939453,0,72.31153106689453,0,0,0,0,34245.148986816406,28499.098083496094,14.19158935546875,16794431488,6979321856,8196878336,0
199,1740634741638,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,0,0,3.2104568481445313,0,0,0,0,0,0,0,0,0,0,0,12.335708618164063,0,7.98602294921875,0,6.621482849121094,0,0,34245.76007080078,28499.225158691406,14.192138671875,16794431488,6979321856,8196165632,0
199,1740634741838,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,1.3428802490234375,1.3961715698242188,1.4285049438476563,1.3440628051757813,1.3450088500976563,1.3446121215820313,1.3444595336914063,1.3444137573242188,1.3436203002929688,1.3436737060546875,1.3436737060546875,1.34332275390625,1.3432769775390625,1.3431243896484375,12.755508422851563,1.3409500122070313,6.820396423339844,1.34332275390625,1.974395751953125,1.3435211181640625,0,34246.158630371094,28499.264892578125,14.192138671875,16794431488,6979321856,8196128768,0
200,1740634742038,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,6.193550109863281,1.4680404663085938,5.0171661376953125,0.8273544311523438,15.129379272460938,0.8371658325195313,0.8362655639648438,0.8356246948242188,19.10040283203125,5.60052490234375,0.8383636474609375,0.8367691040039063,0.831390380859375,0.8313369750976563,40.236961364746094,0.8179931640625,26.212440490722656,0.818939208984375,10.763313293457031,0.8247146606445313,0,34248.17901611328,28500.482055664063,14.20458984375,16794431488,6979321856,8207110144,0
199,1740634742239,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,6.314544677734375,0,5.7301025390625,0,0,0,0,0,0,0,0,0,0,0.24619293212890625,45.927207946777344,0,42.1348762512207,0,23.348495483398438,0,0,34252.38537597656,28503.85760498047,14.2081298828125,16794431488,6979321856,8258060288,0
200,1740634742439,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,5.3944549560546875,2.9603271484375,1.6631927490234375,1.6631927490234375,1.6681289672851563,1.6677398681640625,1.6675872802734375,1.6674880981445313,1.6688232421875,1.6682281494140625,1.6681289672851563,1.667938232421875,1.7524948120117188,6.0908966064453125,55.62968444824219,1.6462631225585938,53.919002532958984,1.6541595458984375,35.977081298828125,1.6572265625,0,34256.73828125,28507.421508789063,14.2081298828125,16794431488,6979321856,8279048192,0
200,1740634742639,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,1.5263671875,0,0,0,0,0,0,0,0,0,0,0,0,0.8437652587890625,43.99811553955078,0,47.67760467529297,0,20.4781494140625,0,0,34261.67022705078,28511.54962158203,14.20867919921875,16794431488,6979321856,8289214464,0
200,1740634742839,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,2.264251708984375,1.6153106689453125,0,0,0,0,0,0,0,0,0,0,0,1.020660400390625,47.98322296142578,0,46.22465896606445,0,20.112228393554688,0,0,34266.89569091797,28516.0546875,14.20867919921875,16794431488,6979321856,8291934208,0
200,1740634743040,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,2.2259597778320313,1.8751068115234375,0,0,0,0,0,0,0.9451828002929688,0,0,0,0,0.6565017700195313,47.77863311767578,0,45.90437698364258,0,21.217185974121094,0,0,34272.05456542969,28520.486572265625,14.2093505859375,16794431488,6979321856,8292397056,0
200,1740634743240,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,3.9041824340820313,4.2159271240234375,1.4430999755859375,1.4430999755859375,1.450775146484375,1.44989013671875,1.4500350952148438,1.4499359130859375,1.4443740844726563,1.4448165893554688,1.4447708129882813,1.4441299438476563,1.438323974609375,2.0544281005859375,46.51187515258789,1.4378280639648438,47.810298919677734,1.4414749145507813,23.669876098632813,1.4412765502929688,0,34277.48291015625,28525.15838623047,14.2093505859375,16794431488,6979321856,8292798464,0
200,1740634743440,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,3.1355743408203125,0.7529220581054688,0,0,0,0,0,0,0,0,0,0,0,1.4368362426757813,51.9834098815918,0,47.36320495605469,0,34.33287048339844,0,0,34282.874450683594,28529.804077148438,14.209716796875,16794431488,6979321856,8294002688,0
200,1740634743641,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,26.2066650390625,2.5126495361328125,15.18682861328125,0.364990234375,1.1175918579101563,0.37477874755859375,0.375030517578125,0.38011932373046875,4.639930725097656,1.3637008666992188,0.5230178833007813,0.37477874755859375,0.49221038818359375,2.5478973388671875,65.02870178222656,0.36988067626953125,52.025028228759766,0.3669891357421875,43.44693374633789,0.3702850341796875,0,34288.144104003906,28534.217651367188,14.21038818359375,16794431488,6979321856,8296128512,0
200,1740634743841,2300,2300,2300,2300,2300,1488,1488,2300,1488,2300,2300,1488,1506,2300,2300,1506,2300,2300,1506,1506,1.0746231079101563,0.490692138671875,0.04454803466796875,0,0,0,0,0,0,0,0,0,0,1.2730560302734375,47.43844985961914,0,46.34806442260742,0,20.397964477539063,0,0,34292.911682128906,28538.255615234375,14.21038818359375,16794431488,6979321856,8297185280,0
