Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740577142585,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,8.169227600097656,23.707786560058594,8.144203186035156,8.142204284667969,8.244316101074219,30.44139862060547,8.074127197265625,8.070121765136719,8.024070739746094,8.023063659667969,8.027069091796875,8.024070739746094,9.782051086425781,8.162223815917969,8.129188537597656,98.8667221069336,51.867610931396484,8.071121215820313,8.161224365234375,8.16021728515625,0,244678.13873291016,37389.702209472656,1084.3700561523438,16794431488,8047271936,9966108672,0
200,1740577142585,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0,11.499969482421875,0,0,0,65.20947265625,0,0,18.564910888671875,0,0,0,0,0,0,100,40.31640625,0,0,0,0,244678.2723388672,37389.78973388672,1084.3700561523438,16794431488,8047271936,9966202880,0
199,1740577142787,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.8102874755859375,7.0497894287109375,0.6268768310546875,0.626678466796875,0.62933349609375,0.6629104614257813,0.6356887817382813,0.6350479125976563,0.6282501220703125,0.6231842041015625,0.62884521484375,0.6212615966796875,0.624267578125,0.6240692138671875,0.6161422729492188,21.6729736328125,9.691429138183594,0.6341094970703125,0.61712646484375,0.6161956787109375,0,244679.04467773438,37389.985595703125,1084.3700561523438,16794431488,8047271936,9963384832,0
199,1740577142987,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.5551681518554688,0.02455902099609375,0,0,0,0.543609619140625,0,0,0,0,0,0,0,0,0,18.63977813720703,0.6967391967773438,0,0,0,0,244679.5375366211,37390.031311035156,1084.3713989257813,16794431488,8047271936,9963208704,0
200,1740577143187,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.41855621337890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.822174072265625,0,0,0,0,0,244680.05114746094,37390.07208251953,1084.3713989257813,16794431488,8047271936,9962971136,0
200,1740577143388,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.0654449462890625,0,0,0,0,1.7227020263671875,0,0,0,0,0,0,0,0,0,15.655624389648438,1.686279296875,0,0,0,0,244680.5086669922,37390.09490966797,1084.3713989257813,16794431488,8047271936,9963376640,0
200,1740577143588,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.8770751953125,0.3913116455078125,0.34332275390625,0.34317779541015625,0.34529876708984375,0.345001220703125,0.344512939453125,0.3443603515625,0.343231201171875,0.34332275390625,0.34307861328125,0.34253692626953125,0.34613800048828125,0.3459930419921875,0.35498046875,11.623924255371094,0.360260009765625,0.34445953369140625,0.3430328369140625,0.3430328369140625,0,244680.9580078125,37390.1171875,1084.3713989257813,16794431488,8047271936,9963372544,0
200,1740577143789,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.02962493896484375,0,0,0,0,5.144401550292969,0,0,2.354156494140625,0,0,0,0,0,0,17.103248596191406,3.5148468017578125,0,0,0,0,244681.46215820313,37390.169677734375,1084.3713989257813,16794431488,8047271936,9963364352,0
200,1740577143990,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.7735443115234375,0.559814453125,0.053619384765625,0.05352020263671875,0.06174468994140625,0.06143951416015625,0.05950164794921875,0.05312347412109375,0.10623931884765625,0.065826416015625,0.0654296875,0.06568145751953125,0.08182525634765625,0.08182525634765625,0.012603759765625,17.015777587890625,4.196266174316406,0.054168701171875,0.05088043212890625,0.05078125,0,244681.98828125,37390.20910644531,1084.3718872070313,16794431488,8047271936,9963347968,0
200,1740577144190,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.3426666259765625,13.938247680664063,0.338623046875,0.29488372802734375,0.29831695556640625,14.808746337890625,16.96209716796875,1.2368927001953125,9.915451049804688,0.9690170288085938,0.30199432373046875,0.2921142578125,3.7987136840820313,0.269439697265625,0.2755889892578125,37.23286056518555,23.068504333496094,0.26555633544921875,1.1849899291992188,0.2807769775390625,0,244684.14721679688,37391.78985595703,1084.3825073242188,16794431488,8047271936,9967554560,0
200,1740577144390,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.1181640625,6.222938537597656,2.5604476928710938,0.06066131591796875,0.0877838134765625,0.08728790283203125,1.3223648071289063,0.10355377197265625,0.10359954833984375,0.09564208984375,0.09534454345703125,0.09564208984375,4.818939208984375,0.15505218505859375,0.061859130859375,57.03248977661133,51.68157196044922,0.0586090087890625,2.6832199096679688,0.05841064453125,0,244688.80694580078,37395.348083496094,1084.38671875,16794431488,8047271936,9970581504,0
199,1740577144590,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.25373077392578125,0.17174530029296875,0.00064849853515625,0.00064849853515625,0.0190887451171875,0.03752899169921875,0.0190887451171875,0.01873779296875,0.0185394287109375,0.01824188232421875,0.01808929443359375,0.01808929443359375,0,0.873779296875,0,42.55562210083008,64.0782699584961,0,0.001495361328125,0.00144195556640625,0,244693.42993164063,37399.161560058594,1084.3870849609375,16794431488,8047271936,9970647040,0
200,1740577144791,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0.7648391723632813,0,0,0,0,0,0,0,0.1600799560546875,0,44.92261505126953,62.34246826171875,0,0,0,0,244697.88623046875,37402.79187011719,1084.3870849609375,16794431488,8047271936,9970712576,0
200,1740577144991,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.776397705078125,1.590728759765625,1.5681533813476563,1.5680007934570313,1.5826950073242188,1.5826492309570313,1.5828933715820313,1.5845108032226563,1.5864639282226563,1.5861740112304688,1.5850982666015625,1.5844573974609375,1.5676116943359375,2.4651870727539063,1.5618820190429688,64.11482238769531,44.481719970703125,1.5602188110351563,1.5683975219726563,1.5683441162109375,0,244702.45111083984,37406.52862548828,1084.3875122070313,16794431488,8047271936,9970778112,0
200,1740577145191,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.69267272949219,60.76970672607422,0,0,0,0,244707.37200927734,37410.64880371094,1084.3875122070313,16794431488,8047271936,9971224576,0
200,1740577145391,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230255126953125,0,42.583919525146484,62.54817199707031,0,0,0,0,244712.40698242188,37414.87420654297,1084.3875122070313,16794431488,8047271936,9971290112,0
200,1740577145592,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.010833740234375,0.58306884765625,0.5664215087890625,0.5663681030273438,0.571533203125,0.5721817016601563,0.57183837890625,0.571533203125,0.5720367431640625,0.572479248046875,0.5721359252929688,0.5719375610351563,0.567413330078125,1.4772186279296875,0.5590667724609375,50.99776840209961,56.607234954833984,0.5584182739257813,0.56646728515625,0.56646728515625,0,244716.94885253906,37418.606384277344,1084.3875122070313,16794431488,8047271936,9971290112,0
200,1740577145792,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.9443359375,0.6111068725585938,0.6094131469726563,0.6094131469726563,0.6190872192382813,0.618988037109375,0.619384765625,0.6189346313476563,0.620330810546875,0.6202850341796875,0.6202850341796875,0.6205291748046875,0.6111602783203125,1.7247467041015625,0.6056747436523438,52.71464538574219,55.33596420288086,0.6055221557617188,0.6091156005859375,0.6091156005859375,0,244720.9712524414,37421.822509765625,1084.3875122070313,16794431488,8047271936,9971617792,0
200,1740577145992,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8134765625,60.737037658691406,0,0,0,0,244725.74194335938,37425.778869628906,1084.3875122070313,16794431488,8047271936,9971609600,0
200,1740577146193,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.7791671752929688,0.0385894775390625,0,0,0.00563812255859375,0.4693756103515625,0.0883026123046875,0.00409698486328125,0.321624755859375,0.00269317626953125,0.0023956298828125,0.0022430419921875,0.0104827880859375,1.1502609252929688,0.00194549560546875,44.349613189697266,63.96696853637695,0,0,0,0,244729.73559570313,37428.952392578125,1084.3880615234375,16794431488,8047271936,9974009856,0
200,1740577146393,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.5947952270507813,1.4567184448242188,1.4170074462890625,1.4169540405273438,1.4285964965820313,1.4289932250976563,1.4283981323242188,1.4283523559570313,1.4291915893554688,1.4297332763671875,1.4291915893554688,1.42913818359375,1.4167098999023438,2.3412399291992188,1.4145431518554688,41.21798324584961,65.99575805664063,1.4153289794921875,1.4170074462890625,1.4169082641601563,0,244734.28955078125,37432.71228027344,1084.3880615234375,16794431488,8047271936,9974075392,0
200,1740577146593,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.6506881713867188,0.2625885009765625,0.26213836669921875,0.26209259033203125,0.2749481201171875,0.2747955322265625,0.274993896484375,0.27469635009765625,0.26906585693359375,0.26886749267578125,0.26871490478515625,0.2685699462890625,0.26253509521484375,1.2157745361328125,0.26134490966796875,41.71110916137695,64.69136047363281,0.26004791259765625,0.2620391845703125,0.261993408203125,0,244739.66076660156,37437.26629638672,1084.388427734375,16794431488,8047271936,9974403072,0
200,1740577146793,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.857635498046875,0,0,0,0.02044677734375,0.0207977294921875,0.02034759521484375,0.02405548095703125,0.02144622802734375,0.02085113525390625,0.02034759521484375,0.02285003662109375,0,0.3814849853515625,0,45.19758605957031,65.84382629394531,0,0,0,0,244744.28259277344,37441.07733154297,1084.388427734375,16794431488,8047271936,9974292480,0
200,1740577146994,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.1789474487304688,0.39257049560546875,0.3741455078125,0.37409210205078125,0.38474273681640625,0.3845977783203125,0.384796142578125,0.3843994140625,0.383209228515625,0.382965087890625,0.382965087890625,0.38315582275390625,0.3741912841796875,0.8379898071289063,0.37206268310546875,44.23252487182617,65.97429656982422,0.37206268310546875,0.3741455078125,0.37404632568359375,0,244748.3760986328,37444.373779296875,1084.388427734375,16794431488,8047271936,9974919168,0
200,1740577147194,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,1.1487503051757813,3.5125274658203125,0.00917816162109375,0.009124755859375,0.02727508544921875,5.375343322753906,0.02707672119140625,0.02497100830078125,4.0808868408203125,0.0273284912109375,0.02727508544921875,0.02657318115234375,0.01428985595703125,0.21019744873046875,0.00496673583984375,45.40781784057617,63.708152770996094,0.00727081298828125,0.009429931640625,0.0094757080078125,0,244752.3875732422,37447.5361328125,1084.3885498046875,16794431488,8047271936,9971707904,0
200,1740577147395,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.524566650390625,9.635726928710938,0,0,0.034881591796875,0.42296600341796875,0.02632904052734375,0.02442169189453125,0.03948974609375,0.0321807861328125,0.030426025390625,0.030181884765625,0,0.44072723388671875,0,49.7822380065918,68.40304565429688,0,0,0,0,244757.48748779297,37451.822021484375,1084.3885498046875,16794431488,8047271936,9970987008,0
200,1740577147595,1506,2300,2300,2300,1488,1488,1488,2300,1488,2300,1488,1488,2300,2300,2300,2300,2300,2300,2300,2300,0.25746917724609375,5.5302581787109375,0,0,0,0,0,0,0,0,0,0,0,0,0,44.88959503173828,65.72205352783203,0,0,0,0,244762.61590576172,37456.113708496094,1084.3885498046875,16794431488,8047271936,9970958336,0
