Filename,engine,db_size,iteration,Joules
joule_experiment_pgsql_1000_1.txt,pgsql,1000,1,58.62835693359375
joule_experiment_pgsql_1000_2.txt,pgsql,1000,2,60.18646240234375
joule_experiment_pgsql_1000_3.txt,pgsql,1000,3,62.856201171875
joule_experiment_pgsql_1000_4.txt,pgsql,1000,4,60.71197509765625
joule_experiment_pgsql_1000_5.txt,pgsql,1000,5,61.2593994140625
joule_experiment_pgsql_1000_6.txt,pgsql,1000,6,60.671875
joule_experiment_pgsql_1000_7.txt,pgsql,1000,7,61.9263916015625
joule_experiment_pgsql_1000_8.txt,pgsql,1000,8,58.5186767578125
joule_experiment_pgsql_1000_9.txt,pgsql,1000,9,66.50921630859375
joule_experiment_pgsql_1000_10.txt,pgsql,1000,10,64.15325927734375
joule_experiment_pgsql_1000_11.txt,pgsql,1000,11,59.255615234375
joule_experiment_pgsql_1000_12.txt,pgsql,1000,12,64.6322021484375
joule_experiment_pgsql_1000_13.txt,pgsql,1000,13,63.35687255859375
joule_experiment_pgsql_1000_14.txt,pgsql,1000,14,64.43597412109375
joule_experiment_pgsql_1000_15.txt,pgsql,1000,15,59.39398193359375
joule_experiment_pgsql_1000_16.txt,pgsql,1000,16,61.80511474609375
joule_experiment_pgsql_1000_17.txt,pgsql,1000,17,62.86676025390625
joule_experiment_pgsql_1000_18.txt,pgsql,1000,18,56.5633544921875
joule_experiment_pgsql_1000_19.txt,pgsql,1000,19,58.953857421875
joule_experiment_pgsql_1000_20.txt,pgsql,1000,20,60.56939697265625
joule_experiment_pgsql_1000_21.txt,pgsql,1000,21,66.67822265625
joule_experiment_pgsql_1000_22.txt,pgsql,1000,22,58.9444580078125
joule_experiment_pgsql_1000_23.txt,pgsql,1000,23,61.67034912109375
joule_experiment_pgsql_1000_24.txt,pgsql,1000,24,59.82574462890625
joule_experiment_pgsql_1000_25.txt,pgsql,1000,25,62.8248291015625
joule_experiment_pgsql_1000_26.txt,pgsql,1000,26,64.09417724609375
joule_experiment_pgsql_1000_27.txt,pgsql,1000,27,67.81573486328125
joule_experiment_pgsql_1000_28.txt,pgsql,1000,28,57.2861328125
joule_experiment_pgsql_1000_29.txt,pgsql,1000,29,59.0360107421875
joule_experiment_pgsql_1000_30.txt,pgsql,1000,30,65.05535888671875
joule_experiment_pgsql_10000_1.txt,pgsql,10000,1,57.02581787109375
joule_experiment_pgsql_10000_2.txt,pgsql,10000,2,57.76507568359375
joule_experiment_pgsql_10000_3.txt,pgsql,10000,3,58.97979736328125
joule_experiment_pgsql_10000_4.txt,pgsql,10000,4,58.0423583984375
joule_experiment_pgsql_10000_5.txt,pgsql,10000,5,62.73162841796875
joule_experiment_pgsql_10000_6.txt,pgsql,10000,6,57.4969482421875
joule_experiment_pgsql_10000_7.txt,pgsql,10000,7,57.96197509765625
joule_experiment_pgsql_10000_8.txt,pgsql,10000,8,61.557373046875
joule_experiment_pgsql_10000_9.txt,pgsql,10000,9,59.487548828125
joule_experiment_pgsql_10000_10.txt,pgsql,10000,10,56.98907470703125
joule_experiment_pgsql_10000_11.txt,pgsql,10000,11,83.7423095703125
joule_experiment_pgsql_10000_12.txt,pgsql,10000,12,59.2769775390625
joule_experiment_pgsql_10000_13.txt,pgsql,10000,13,66.43988037109375
joule_experiment_pgsql_10000_14.txt,pgsql,10000,14,70.41943359375
joule_experiment_pgsql_10000_15.txt,pgsql,10000,15,58.83331298828125
joule_experiment_pgsql_10000_16.txt,pgsql,10000,16,66.21343994140625
joule_experiment_pgsql_10000_17.txt,pgsql,10000,17,57.6688232421875
joule_experiment_pgsql_10000_18.txt,pgsql,10000,18,58.789794921875
joule_experiment_pgsql_10000_19.txt,pgsql,10000,19,60.72637939453125
joule_experiment_pgsql_10000_20.txt,pgsql,10000,20,58.35205078125
joule_experiment_pgsql_10000_21.txt,pgsql,10000,21,61.75067138671875
joule_experiment_pgsql_10000_22.txt,pgsql,10000,22,54.93939208984375
joule_experiment_pgsql_10000_23.txt,pgsql,10000,23,57.466064453125
joule_experiment_pgsql_10000_24.txt,pgsql,10000,24,58.2662353515625
joule_experiment_pgsql_10000_25.txt,pgsql,10000,25,62.2138671875
joule_experiment_pgsql_10000_26.txt,pgsql,10000,26,59.9927978515625
joule_experiment_pgsql_10000_27.txt,pgsql,10000,27,60.224365234375
joule_experiment_pgsql_10000_28.txt,pgsql,10000,28,56.98162841796875
joule_experiment_pgsql_10000_29.txt,pgsql,10000,29,59.113037109375
joule_experiment_pgsql_10000_30.txt,pgsql,10000,30,58.67303466796875
joule_experiment_pgsql_100000_1.txt,pgsql,100000,1,66.84521484375
joule_experiment_pgsql_100000_2.txt,pgsql,100000,2,75.603759765625
joule_experiment_pgsql_100000_3.txt,pgsql,100000,3,67.84320068359375
joule_experiment_pgsql_100000_4.txt,pgsql,100000,4,65.02154541015625
joule_experiment_pgsql_100000_5.txt,pgsql,100000,5,68.3021240234375
joule_experiment_pgsql_100000_6.txt,pgsql,100000,6,64.867919921875
joule_experiment_pgsql_100000_7.txt,pgsql,100000,7,65.23297119140625
joule_experiment_pgsql_100000_8.txt,pgsql,100000,8,84.53900146484375
joule_experiment_pgsql_100000_9.txt,pgsql,100000,9,67.6612548828125
joule_experiment_pgsql_100000_10.txt,pgsql,100000,10,66.64056396484375
joule_experiment_pgsql_100000_11.txt,pgsql,100000,11,69.94281005859375
joule_experiment_pgsql_100000_12.txt,pgsql,100000,12,65.8123779296875
joule_experiment_pgsql_100000_13.txt,pgsql,100000,13,69.67572021484375
joule_experiment_pgsql_100000_14.txt,pgsql,100000,14,76.382080078125
joule_experiment_pgsql_100000_15.txt,pgsql,100000,15,68.302001953125
joule_experiment_pgsql_100000_16.txt,pgsql,100000,16,67.15899658203125
joule_experiment_pgsql_100000_17.txt,pgsql,100000,17,65.62042236328125
joule_experiment_pgsql_100000_18.txt,pgsql,100000,18,66.50421142578125
joule_experiment_pgsql_100000_19.txt,pgsql,100000,19,66.882080078125
joule_experiment_pgsql_100000_20.txt,pgsql,100000,20,68.62237548828125
joule_experiment_pgsql_100000_21.txt,pgsql,100000,21,68.98162841796875
joule_experiment_pgsql_100000_22.txt,pgsql,100000,22,65.95111083984375
joule_experiment_pgsql_100000_23.txt,pgsql,100000,23,69.5458984375
joule_experiment_pgsql_100000_24.txt,pgsql,100000,24,66.247314453125
joule_experiment_pgsql_100000_25.txt,pgsql,100000,25,69.63433837890625
joule_experiment_pgsql_100000_26.txt,pgsql,100000,26,64.58831787109375
joule_experiment_pgsql_100000_27.txt,pgsql,100000,27,66.11944580078125
joule_experiment_pgsql_100000_28.txt,pgsql,100000,28,68.00677490234375
joule_experiment_pgsql_100000_29.txt,pgsql,100000,29,67.5130615234375
joule_experiment_pgsql_100000_30.txt,pgsql,100000,30,77.37811279296875
